id,behavior,states,new_anchor,default_visible,models
potted_jungle_sapling,generic,8,True,True,bloodborne_blocks:block/potted_jungle_sapling
potted_lily_of_the_valley,generic,8,True,True,bloodborne_blocks:block/potted_lily_of_the_valley
potted_mangrove_propagule,generic,8,True,True,bloodborne_blocks:block/potted_mangrove_propagule
potted_oak_sapling,generic,8,True,True,bloodborne_blocks:block/potted_oak_sapling
potted_orange_tulip,generic,8,True,True,bloodborne_blocks:block/potted_orange_tulip
potted_oxeye_daisy,generic,8,True,True,bloodborne_blocks:block/potted_oxeye_daisy
potted_pink_tulip,generic,8,True,True,bloodborne_blocks:block/potted_pink_tulip
potted_poppy,generic,8,True,True,bloodborne_blocks:block/potted_poppy
potted_red_mushroom,generic,8,True,True,bloodborne_blocks:block/potted_red_mushroom
potted_red_tulip,generic,8,True,True,bloodborne_blocks:block/potted_red_tulip
potted_spruce_sapling,generic,8,True,True,bloodborne_blocks:block/potted_spruce_sapling
potted_torchflower,generic,8,True,True,bloodborne_blocks:block/potted_torchflower
potted_warped_fungus,generic,8,True,True,bloodborne_blocks:block/potted_warped_fungus
potted_warped_roots,generic,8,True,True,bloodborne_blocks:block/potted_warped_roots
potted_white_tulip,generic,8,True,True,bloodborne_blocks:block/potted_white_tulip
potted_wither_rose,generic,8,True,True,bloodborne_blocks:block/potted_wither_rose
prismarine,generic,4,False,True,bloodborne_blocks:block/prismarine
prismarine_brick_slab,slab,6,False,True,bloodborne_blocks:block/prismarine_brick_slab
prismarine_brick_stairs,generic,160,True,True,bloodborne_blocks:block/stairs/prismarine_brick_stairs_bottom
prismarine_bricks,generic,8,True,True,bloodborne_blocks:block/prismarine_bricks
prismarine_slab,slab,6,False,True,bloodborne_blocks:block/prismarine_slab
prismarine_stairs,stairs,80,False,True,bloodborne_blocks:block/prismarine_stairs
prismarine_wall,generic,1296,False,True,bloodborne_blocks:block/prismarine_wall_post
purple_concrete,generic,8,True,True,bloodborne_blocks:block/purple_concrete
purple_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/addon/wall_deco_6
purple_stained_glass,generic,4,False,True,bloodborne_blocks:block/purple_stained_glass
purple_stained_glass_pane,generic,128,False,True,bloodborne_blocks:block/purple_stained_glass_pane_post | bloodborne_blocks:block/purple_stained_glass_pane_noside | bloodborne_blocks:block/purple_stained_glass_pane_noside_alt | bloodborne_blocks:block/purple_stained_glass_pane_noside_alt | bloodborne_blocks:block/purple_stained_glass_pane_noside
purple_terracotta,generic,8,True,True,bloodborne_blocks:block/purple_terracotta
purpur_block,generic,4,False,True,bloodborne_blocks:block/purpur_block
purpur_pillar,pillar,3,False,True,bloodborne_blocks:block/purpur_pillar
purpur_slab,slab,6,False,True,bloodborne_blocks:block/purpur_slab
purpur_stairs,generic,80,False,True,bloodborne_blocks:block/polished_blackstone_brick_stairs
quartz_block,generic,8,True,True,bloodborne_blocks:block/quartz_block
quartz_bricks,generic,8,True,True,bloodborne_blocks:block/addon/wall_pilaster_3
quartz_pillar,pillar,6,True,True,bloodborne_blocks:block/quartz_pillar
quartz_slab,slab,6,False,True,bloodborne_blocks:block/quartz_slab
quartz_stairs,generic,160,True,True,bloodborne_blocks:block/quartz_stairs_bottom
rail,generic,160,True,True,bloodborne_blocks:block/rail
raw_copper_block,generic,8,True,True,bloodborne_blocks:block/raw_copper_block
raw_gold_block,generic,8,True,True,bloodborne_blocks:block/raw_gold_block
raw_iron_block,generic,8,True,True,bloodborne_blocks:block/raw_iron_block
red_concrete,generic,8,True,True,bloodborne_blocks:block/red_concrete
red_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/addon/roof_spike_side
red_nether_brick_slab,slab,6,False,True,bloodborne_blocks:block/red_nether_brick_slab
red_nether_brick_stairs,generic,160,True,True,bloodborne_blocks:block/red_brick_bottom
red_nether_brick_wall,generic,1296,False,False,
red_nether_bricks,generic,8,True,True,bloodborne_blocks:block/red_nether_bricks
red_sandstone,generic,8,True,True,bloodborne_blocks:block/red_sandstone
red_sandstone_slab,slab,24,False,True,bloodborne_blocks:block/addon/slabs_1
red_sandstone_stairs,generic,160,True,True,bloodborne_blocks:block/hold/window_01
red_sandstone_wall,generic,1296,False,False,
red_stained_glass,generic,4,False,True,bloodborne_blocks:block/red_stained_glass
red_stained_glass_pane,generic,128,False,True,bloodborne_blocks:block/red_stained_glass_pane_post | bloodborne_blocks:block/red_stained_glass_pane_noside | bloodborne_blocks:block/red_stained_glass_pane_noside_alt | bloodborne_blocks:block/red_stained_glass_pane_noside_alt | bloodborne_blocks:block/red_stained_glass_pane_noside
red_terracotta,generic,8,True,True,bloodborne_blocks:block/red_terracotta
sand,generic,8,True,True,bloodborne_blocks:block/sand
sandstone,generic,8,True,True,bloodborne_blocks:block/sandstone
sandstone_slab,generic,48,True,True,bloodborne_blocks:block/sandstone_slab
sandstone_stairs,generic,160,True,True,bloodborne_blocks:block/stairs/sandstone_stairs_bottom
sandstone_wall,generic,1296,False,False,
smooth_basalt,generic,4,False,True,bloodborne_blocks:block/smooth_basalt
smooth_quartz,generic,4,False,True,bloodborne_blocks:block/smooth_quartz
smooth_quartz_slab,slab,6,False,True,bloodborne_blocks:block/smooth_quartz_slab
smooth_quartz_stairs,generic,160,True,True,bloodborne_blocks:block/smooth_quartz_top
smooth_red_sandstone,generic,8,True,True,bloodborne_blocks:block/smooth_red_sandstone
smooth_red_sandstone_slab,slab,6,False,True,bloodborne_blocks:block/smooth_red_sandstone_slab
smooth_red_sandstone_stairs,generic,160,True,True,bloodborne_blocks:block/smooth_red_bottom
smooth_sandstone,generic,8,True,True,bloodborne_blocks:block/smooth_sandstone
smooth_sandstone_slab,slab,6,False,True,bloodborne_blocks:block/smooth_sandstone_slab
smooth_sandstone_stairs,generic,160,True,True,bloodborne_blocks:block/smooth_sandstone_stairs_bottom
smooth_stone,generic,8,True,True,bloodborne_blocks:block/smooth_stone
snow,generic,32,False,True,bloodborne_blocks:block/snow_height2
soul_lantern,generic,32,True,True,bloodborne_blocks:block/soul_lantern
spruce_button,generic,48,True,True,bloodborne_blocks:block/acacia_button
spruce_fence,generic,128,False,True,bloodborne_blocks:block/spruce_fence
spruce_fence_gate,generic,64,True,True,bloodborne_blocks:block/spruce_fence_gate
spruce_log,pillar,6,True,True,bloodborne_blocks:block/spruce_log
spruce_planks,generic,8,True,True,bloodborne_blocks:block/spruce_planks
spruce_sapling,plant,4,True,True,bloodborne_blocks:block/spruce_sapling
spruce_slab,slab,6,False,True,bloodborne_blocks:block/spruce_slab
spruce_stairs,generic,160,True,True,bloodborne_blocks:block/stairs/spruce_stairs_bottom
spruce_trapdoor,generic,128,True,True,bloodborne_blocks:block/spruce_trapdoor_bottom
spruce_wood,pillar,6,True,True,bloodborne_blocks:block/spruce_wood
stone,generic,4,False,True,bloodborne_blocks:block/stone
stone_brick_slab,slab,6,False,True,bloodborne_blocks:block/stone_brick_slab
stone_brick_stairs,stairs,80,False,True,bloodborne_blocks:block/stone_brick_stairs
stone_brick_wall,generic,1296,False,True,bloodborne_blocks:block/stone_brick_wall_post
stone_bricks,generic,4,False,True,bloodborne_blocks:block/stone_bricks
stone_button,generic,48,True,True,bloodborne_blocks:block/stone_button
stone_pressure_plate,generic,16,True,True,bloodborne_blocks:block/stone_pressure_plate
stone_slab,slab,6,False,True,bloodborne_blocks:block/stone_slab
stone_stairs,stairs,80,False,True,bloodborne_blocks:block/stone_stairs
stripped_acacia_log,pillar,3,False,True,bloodborne_blocks:block/stripped_acacia_log
stripped_acacia_wood,pillar,6,True,True,bloodborne_blocks:block/stripped_acacia_wood
stripped_birch_log,pillar,6,True,True,bloodborne_blocks:block/addon/stripped_oka_log_2
stripped_birch_wood,pillar,6,True,True,bloodborne_blocks:block/stripped_birch_wood
stripped_crimson_hyphae,pillar,6,True,True,bloodborne_blocks:block/addon/note_0
stripped_crimson_stem,pillar,6,True,True,bloodborne_blocks:block/addon/floor_dec_0
stripped_dark_oak_log,pillar,3,False,True,bloodborne_blocks:block/stripped_acacia_log
stripped_jungle_log,pillar,3,False,True,bloodborne_blocks:block/stripped_jungle_log
stripped_jungle_wood,pillar,6,True,True,bloodborne_blocks:block/stripped_jungle_wood
stripped_oak_log,pillar,6,True,True,bloodborne_blocks:block/addon/wall_deco_3
stripped_oak_wood,pillar,6,True,True,bloodborne_blocks:block/stripped_oak_wood
stripped_spruce_log,pillar,6,True,True,bloodborne_blocks:block/addon/wall_deco_4
stripped_spruce_wood,pillar,6,True,True,bloodborne_blocks:block/stripped_spruce_wood
stripped_warped_hyphae,pillar,6,True,True,bloodborne_blocks:block/addon/note_0
stripped_warped_stem,pillar,6,True,True,bloodborne_blocks:block/addon/floor_dec_4
terracotta,generic,8,True,True,bloodborne_blocks:block/terracotta
tinted_glass,generic,4,False,True,bloodborne_blocks:block/tinted_glass
tuff,generic,4,False,True,bloodborne_blocks:block/tuff
warped_button,generic,48,True,True,bloodborne_blocks:block/acacia_button
warped_fence,generic,128,False,True,bloodborne_blocks:block/warped_fence_post
warped_hyphae,pillar,3,False,True,bloodborne_blocks:block/warped_hyphae
warped_planks,generic,8,True,True,bloodborne_blocks:block/warped_planks_0
warped_stairs,generic,160,True,True,bloodborne_blocks:block/window_bottom_right
warped_stem,pillar,3,False,True,bloodborne_blocks:block/warped_stem
warped_trapdoor,generic,128,True,True,bloodborne_blocks:block/warped_trapdoor_bottom_0
waxed_copper_block,generic,8,True,True,bloodborne_blocks:block/copper_block
waxed_cut_copper,generic,8,True,True,bloodborne_blocks:block/cut_copper
waxed_cut_copper_slab,slab,6,False,True,bloodborne_blocks:block/cut_copper_slab
waxed_cut_copper_stairs,generic,160,True,True,bloodborne_blocks:block/hold/statue_3
waxed_exposed_copper,generic,8,True,True,bloodborne_blocks:block/exposed_copper
waxed_exposed_cut_copper,generic,8,True,True,bloodborne_blocks:block/exposed_cut_copper
waxed_exposed_cut_copper_slab,slab,6,False,True,bloodborne_blocks:block/exposed_cut_copper_slab
waxed_exposed_cut_copper_stairs,generic,160,True,True,bloodborne_blocks:block/hold/ladder_02
waxed_oxidized_copper,generic,8,True,True,bloodborne_blocks:block/oxidized_copper
waxed_oxidized_cut_copper,generic,8,True,True,bloodborne_blocks:block/addon/waxed_oxidized_cut_copper
waxed_oxidized_cut_copper_stairs,generic,160,True,True,bloodborne_blocks:block/addon/pilaster_0
waxed_weathered_copper,generic,8,True,True,bloodborne_blocks:block/weathered_copper
waxed_weathered_cut_copper,generic,8,True,True,bloodborne_blocks:block/addon/waxed_weathered_cut_copper
waxed_weathered_cut_copper_slab,slab,6,False,True,bloodborne_blocks:block/weathered_cut_copper_slab
waxed_weathered_cut_copper_stairs,generic,160,True,True,bloodborne_blocks:block/stairs/tombstone_4
weathered_copper,generic,8,True,True,bloodborne_blocks:block/weathered_copper
weathered_cut_copper,generic,8,True,True,bloodborne_blocks:block/weathered_cut_copper
weathered_cut_copper_slab,slab,6,False,True,bloodborne_blocks:block/weathered_cut_copper_slab
weathered_cut_copper_stairs,generic,160,True,True,bloodborne_blocks:block/hold/statue
white_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/addon/stripped_oka_log_0
white_stained_glass,generic,4,False,True,bloodborne_blocks:block/white_stained_glass
white_stained_glass_pane,generic,128,False,True,bloodborne_blocks:block/white_stained_glass_pane_post | bloodborne_blocks:block/white_stained_glass_pane_noside | bloodborne_blocks:block/white_stained_glass_pane_noside_alt | bloodborne_blocks:block/white_stained_glass_pane_noside_alt | bloodborne_blocks:block/white_stained_glass_pane_noside
white_terracotta,generic,8,True,True,bloodborne_blocks:block/white_terracotta
white_wool,generic,8,True,True,bloodborne_blocks:block/white_wool
yellow_concrete,generic,8,True,True,bloodborne_blocks:block/yellow_concrete
yellow_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/yellow_glazed_terracotta
yellow_stained_glass,generic,4,False,True,bloodborne_blocks:block/yellow_stained_glass
yellow_stained_glass_pane,generic,128,False,True,bloodborne_blocks:block/yellow_stained_glass_pane_post | bloodborne_blocks:block/yellow_stained_glass_pane_noside | bloodborne_blocks:block/yellow_stained_glass_pane_noside_alt | bloodborne_blocks:block/yellow_stained_glass_pane_noside_alt | bloodborne_blocks:block/yellow_stained_glass_pane_noside
yellow_terracotta,generic,8,True,True,bloodborne_blocks:block/yellow_terracotta
yellow_wool,generic,8,True,True,bloodborne_blocks:block/yellow_wool
asset_1_spirelamp_001,generic,8,True,True,bloodborne_blocks:block/1_spirelamp_001
asset_1_wall_001,generic,8,True,True,bloodborne_blocks:block/1_wall_001
asset_addon_books_test,generic,8,True,True,bloodborne_blocks:block/addon/books_test
asset_addon_brich_trapdoor_top,generic,8,True,True,bloodborne_blocks:block/addon/brich_trapdoor_top
asset_addon_brick_side,generic,4,False,True,bloodborne_blocks:block/addon/brick_side
asset_addon_brown_terracotta,generic,8,True,True,bloodborne_blocks:block/addon/brown_terracotta
asset_addon_chain_1,generic,8,True,True,bloodborne_blocks:block/addon/chain_1
asset_addon_floor_dec_9,generic,8,True,True,bloodborne_blocks:block/addon/floor_dec_9
asset_addon_pilaster_2,generic,8,True,True,bloodborne_blocks:block/addon/pilaster_2
asset_addon_slabs_8,generic,8,True,True,bloodborne_blocks:block/addon/slabs_8
asset_addon_spruce_fence_gate_open_1,generic,8,True,True,bloodborne_blocks:block/addon/spruce_fence_gate_open_1
asset_addon_tombstone_gathered_8,generic,8,True,True,bloodborne_blocks:block/addon/tombstone_gathered_8
asset_addon_wooden_box,generic,8,True,True,bloodborne_blocks:block/addon/wooden_box
asset_birch_fence_gate,generic,8,True,True,bloodborne_blocks:block/birch_fence_gate
asset_blue_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/blue_glazed_terracotta
asset_crimson_hyphae,generic,8,True,True,bloodborne_blocks:block/crimson_hyphae
asset_dead_bubble_coral_fan,generic,8,True,True,bloodborne_blocks:block/dead_bubble_coral_fan
asset_deepslate_emerald_ore,generic,8,True,True,bloodborne_blocks:block/deepslate_emerald_ore
asset_dummy_hunter_0,generic,8,True,True,bloodborne_blocks:block/dummy/hunter_0
asset_e,generic,8,True,True,bloodborne_blocks:block/e
asset_hold_chimney,generic,8,True,True,bloodborne_blocks:block/hold/chimney
asset_hold_wooden_box_x1,generic,8,True,True,bloodborne_blocks:block/hold/wooden_box_x1
asset_lapis_ore,generic,8,True,True,bloodborne_blocks:block/lapis_ore
asset_light_blue_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/light_blue_glazed_terracotta
asset_light_gray_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/light_gray_glazed_terracotta
asset_lime_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/lime_glazed_terracotta
asset_magenta_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/magenta_glazed_terracotta
asset_oak_fence_side,generic,8,True,True,bloodborne_blocks:block/oak_fence_side
asset_orange_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/orange_glazed_terracotta
asset_polished_diorite_slab_top,generic,8,True,True,bloodborne_blocks:block/polished_diorite_slab_top
asset_red_nether_brick_wall_side_tall,generic,8,True,True,bloodborne_blocks:block/red_nether_brick_wall_side_tall
asset_red_nether_brick_wall_side_tall_1,generic,8,True,True,bloodborne_blocks:block/red_nether_brick_wall_side_tall_1
asset_red_sandstone_stairs,generic,4,False,True,bloodborne_blocks:block/red_sandstone_stairs
asset_sandstone_wall_side_tall,generic,8,True,True,bloodborne_blocks:block/sandstone_wall_side_tall
asset_sandstone_wall_side_tall_1,generic,8,True,True,bloodborne_blocks:block/sandstone_wall_side_tall_1
asset_stairs_smooth_sandstone,generic,8,True,True,bloodborne_blocks:block/stairs/smooth_sandstone
asset_stripped_crimson_stem,generic,8,True,True,bloodborne_blocks:block/stripped_crimson_stem
asset_stripped_warped_stem,generic,8,True,True,bloodborne_blocks:block/stripped_warped_stem
asset_warped_trapdoor_bottom,generic,8,True,True,bloodborne_blocks:block/warped_trapdoor_bottom
asset_waxed_oxidized_cut_copper,generic,8,True,True,bloodborne_blocks:block/waxed_oxidized_cut_copper
asset_white_glazed_terracotta,generic,8,True,True,bloodborne_blocks:block/white_glazed_terracotta
asset_window_bottom_left,generic,8,True,True,bloodborne_blocks:block/window_bottom_left
asset_window_top_left,generic,8,True,True,bloodborne_blocks:block/window_top_left
