rule	x	y	z	category	source_roots
30	-458	60	-269	insufficient evidence	[[-458,60,-269]]
30	-455	60	-267	insufficient evidence	[[-455,60,-267]]
31	-459	60	-263	insufficient evidence	[[-459,60,-263]]
31	-457	60	-267	insufficient evidence	[[-457,60,-267]]
167	-461	60	-260	insufficient evidence	[[-461,60,-260]]
180	-464	65	-270	insufficient evidence	[[-464,65,-270]]
180	-460	65	-270	insufficient evidence	[[-460,65,-270]]
180	-456	65	-270	insufficient evidence	[[-456,65,-270]]
180	-452	65	-270	insufficient evidence	[[-452,65,-270]]
30	-454	56	-245	insufficient evidence	[[-454,56,-245]]
31	-452	56	-246	insufficient evidence	[[-452,56,-246]]
199	-449	56	-247	insufficient evidence	[[-449,56,-247]]
30	-451	56	-225	insufficient evidence	[[-451,56,-225]]
31	-458	56	-226	insufficient evidence	[[-458,56,-226]]
37	-461	56	-226	insufficient evidence	[[-461,57,-226],[-461,60,-226],[-461,63,-226],[-461,66,-226],[-464,60,-226],[-464,63,-226],[-464,66,-226],[-458,60,-226],[-458,63,-226],[-458,66,-226],[-461,60,-229],[-461,63,-229],[-461,66,-229],[-461,60,-223],[-461,63,-223],[-461,66,-223]]
37	-457	56	-230	insufficient evidence	[[-457,57,-230],[-457,60,-230],[-457,63,-230],[-457,66,-230],[-460,60,-230],[-460,63,-230],[-460,66,-230],[-454,60,-230],[-454,63,-230],[-454,66,-230],[-457,60,-233],[-457,63,-233],[-457,66,-233],[-457,60,-227],[-457,63,-227],[-457,66,-227]]
31	-455	56	-224	insufficient evidence	[[-455,56,-224]]
30	-457	60	-218	insufficient evidence	[[-457,60,-218]]
30	-454	60	-218	insufficient evidence	[[-454,60,-218]]
183	-457	60	-220	insufficient evidence	[[-457,60,-220]]
30	-461	65	-188	insufficient evidence	[[-461,65,-188]]
31	-459	65	-190	insufficient evidence	[[-459,65,-190]]
174	-463	65	-188	insufficient evidence	[[-463,65,-188]]
179	-464	65	-177	insufficient evidence	[[-464,65,-177]]
180	-460	65	-192	insufficient evidence	[[-460,65,-192]]
180	-460	65	-177	insufficient evidence	[[-460,65,-177]]
30	-450	55	-162	insufficient evidence	[[-450,55,-162]]
222	-451	55	-164	insufficient evidence	[[-451,55,-164]]
149	-462	57	-163	insufficient evidence	[[-462,57,-163]]
149	-458	57	-163	insufficient evidence	[[-458,57,-163]]
31	-456	52	-151	insufficient evidence	[[-456,52,-151]]
179	-457	53	-150	insufficient evidence	[[-457,53,-150]]
179	-457	53	-145	insufficient evidence	[[-457,53,-145]]
30	-449	55	-160	insufficient evidence	[[-449,55,-160]]
31	-451	55	-159	insufficient evidence	[[-451,55,-159]]
31	-451	55	-156	insufficient evidence	[[-451,55,-156]]
175	-453	55	-158	insufficient evidence	[[-453,55,-158]]
30	-461	52	-144	insufficient evidence	[[-461,52,-144]]
31	-458	52	-143	insufficient evidence	[[-458,52,-143]]
180	-459	52	-141	insufficient evidence	[[-459,52,-141]]
205	-459	-35	-78	insufficient evidence	[[-459,-35,-78]]
200	-450	66	-29	insufficient evidence	[[-450,66,-29]]
230	-458	68	-24	insufficient evidence	[[-458,68,-24]]
37	-453	97	-1	insufficient evidence	[[-453,98,-1],[-453,101,-1],[-453,104,-1],[-453,107,-1],[-456,101,-1],[-456,104,-1],[-456,107,-1],[-450,101,-1],[-450,104,-1],[-450,107,-1],[-453,101,-4],[-453,104,-4],[-453,107,-4],[-453,101,2],[-453,104,2],[-453,107,2]]
232	-461	134	53	insufficient evidence	[[-461,134,53]]
233	-461	134	55	insufficient evidence	[[-461,134,55]]
207	-433	81	-328	insufficient evidence	[[-433,81,-328]]
205	-433	82	-328	insufficient evidence	[[-433,82,-328]]
31	-441	65	-293	insufficient evidence	[[-441,65,-293]]
2	-438	65	-284	insufficient evidence	[[-438,66,-284],[-438,68,-284]]
7	-437	65	-285	insufficient evidence	[[-437,65,-285]]
221	-436	65	-285	insufficient evidence	[[-436,65,-285]]
221	-436	66	-285	insufficient evidence	[[-436,66,-285]]
34	-436	60	-266	insufficient evidence	[[-436,61,-266],[-436,64,-266],[-436,67,-266],[-436,70,-266],[-439,64,-266],[-439,67,-266],[-439,70,-266],[-433,64,-266],[-433,67,-266],[-433,70,-266],[-436,64,-269],[-436,67,-269],[-436,70,-269],[-436,64,-263],[-436,67,-263],[-436,70,-263]]
179	-444	65	-270	insufficient evidence	[[-444,65,-270]]
179	-440	65	-270	insufficient evidence	[[-440,65,-270]]
180	-436	65	-270	insufficient evidence	[[-436,65,-270]]
194	-448	56	-247	insufficient evidence	[[-448,56,-247]]
194	-447	56	-246	insufficient evidence	[[-447,56,-246]]
194	-446	56	-244	insufficient evidence	[[-446,56,-244]]
196	-447	56	-245	insufficient evidence	[[-447,56,-245]]
199	-448	56	-246	insufficient evidence	[[-448,56,-246]]
30	-441	56	-226	insufficient evidence	[[-441,56,-226]]
195	-446	56	-228	insufficient evidence	[[-446,56,-228]]
196	-447	56	-227	insufficient evidence	[[-447,56,-227]]
197	-448	56	-226	insufficient evidence	[[-448,56,-226]]
30	-448	60	-219	insufficient evidence	[[-448,60,-219]]
30	-437	60	-211	insufficient evidence	[[-437,60,-211]]
30	-436	60	-209	insufficient evidence	[[-436,60,-209]]
31	-447	60	-221	insufficient evidence	[[-447,60,-221]]
31	-438	60	-209	insufficient evidence	[[-438,60,-209]]
203	-439	66	-194	insufficient evidence	[[-439,66,-194]]
209	-439	67	-194	insufficient evidence	[[-439,67,-194]]
179	-442	68	-192	insufficient evidence	[[-442,68,-192]]
187	-439	71	-192	insufficient evidence	[[-439,71,-192]]
179	-433	76	-192	insufficient evidence	[[-433,76,-192]]
171	-444	65	-171	insufficient evidence	[[-444,65,-171]]
153	-446	70	-172	insufficient evidence	[[-446,70,-172]]
31	-448	55	-158	insufficient evidence	[[-448,55,-158]]
245	-447	113	45	historical omission with proven current owner	[[-447,113,45],[-446,113,45],[-445,113,45],[-444,113,45],[-443,113,45],[-447,113,46],[-443,113,46],[-447,113,47],[-443,113,47],[-447,114,45],[-443,114,45]]
232	-445	134	53	insufficient evidence	[[-445,134,53]]
233	-445	134	55	insufficient evidence	[[-445,134,55]]
30	-432	60	-261	insufficient evidence	[[-432,60,-261]]
30	-426	60	-212	insufficient evidence	[[-426,60,-212]]
30	-425	60	-218	insufficient evidence	[[-425,60,-218]]
31	-429	60	-214	insufficient evidence	[[-429,60,-214]]
31	-428	60	-212	insufficient evidence	[[-428,60,-212]]
99	-424	83	-220	insufficient evidence	[[-424,84,-220]]
99	-424	83	-210	insufficient evidence	[[-424,84,-210]]
171	-432	77	-194	insufficient evidence	[[-432,77,-194]]
173	-432	80	-197	insufficient evidence	[[-432,80,-197]]
171	-432	83	-200	insufficient evidence	[[-432,83,-200]]
174	-432	83	-204	insufficient evidence	[[-432,83,-204]]
30	-422	55	-160	insufficient evidence	[[-422,55,-160]]
30	-417	55	-158	insufficient evidence	[[-417,55,-158]]
31	-419	55	-160	insufficient evidence	[[-419,55,-160]]
99	-424	83	-131	insufficient evidence	[[-424,84,-131]]
99	-424	83	-88	insufficient evidence	[[-424,84,-88]]
99	-424	83	-87	insufficient evidence	[[-424,84,-87]]
99	-424	83	-86	insufficient evidence	[[-424,84,-86]]
34	-432	97	6	insufficient evidence	[[-432,98,6],[-432,101,6],[-432,104,6],[-432,107,6],[-435,101,6],[-435,104,6],[-435,107,6],[-429,101,6],[-429,104,6],[-429,107,6],[-432,101,3],[-432,104,3],[-432,107,3],[-432,101,9],[-432,104,9],[-432,107,9]]
155	-425	113	15	insufficient evidence	[[-425,113,15]]
163	-431	113	15	insufficient evidence	[[-431,113,15]]
37	-418	97	24	insufficient evidence	[[-418,98,24],[-418,101,24],[-418,104,24],[-418,107,24],[-421,101,24],[-421,104,24],[-421,107,24],[-415,101,24],[-415,104,24],[-415,107,24],[-418,101,21],[-418,104,21],[-418,107,21],[-418,101,27],[-418,104,27],[-418,107,27]]
203	-423	107	31	insufficient evidence	[[-423,107,31]]
203	-417	107	31	insufficient evidence	[[-417,107,31]]
155	-426	122	25	insufficient evidence	[[-426,122,25]]
163	-430	122	25	insufficient evidence	[[-430,122,25]]
151	-428	116	32	insufficient evidence	[[-428,116,32]]
151	-420	116	32	insufficient evidence	[[-420,116,32]]
159	-428	116	42	insufficient evidence	[[-428,116,42]]
159	-420	116	42	insufficient evidence	[[-420,116,42]]
128	-404	83	-220	insufficient evidence	[[-404,84,-220]]
128	-404	83	-219	insufficient evidence	[[-404,84,-219]]
128	-404	83	-218	insufficient evidence	[[-404,84,-218]]
128	-404	83	-217	insufficient evidence	[[-404,84,-217]]
128	-404	83	-216	insufficient evidence	[[-404,84,-216]]
128	-404	83	-215	insufficient evidence	[[-404,84,-215]]
128	-404	83	-214	insufficient evidence	[[-404,84,-214]]
128	-404	83	-213	insufficient evidence	[[-404,84,-213]]
128	-404	83	-210	insufficient evidence	[[-404,84,-210]]
209	-404	61	-195	insufficient evidence	[[-404,61,-195]]
207	-404	62	-195	insufficient evidence	[[-404,62,-195]]
187	-404	83	-205	insufficient evidence	[[-404,83,-205]]
30	-414	55	-157	insufficient evidence	[[-414,55,-157]]
30	-409	55	-149	insufficient evidence	[[-409,55,-149]]
30	-407	55	-145	insufficient evidence	[[-407,55,-145]]
31	-415	55	-159	insufficient evidence	[[-415,55,-159]]
30	-410	55	-144	insufficient evidence	[[-410,55,-144]]
30	-403	55	-144	insufficient evidence	[[-403,55,-144]]
31	-405	55	-144	insufficient evidence	[[-405,55,-144]]
180	-411	55	-142	insufficient evidence	[[-411,55,-142]]
180	-403	55	-142	insufficient evidence	[[-403,55,-142]]
104	-404	83	-131	insufficient evidence	[[-404,84,-131]]
104	-404	83	-88	insufficient evidence	[[-404,84,-88]]
104	-404	83	-87	insufficient evidence	[[-404,84,-87]]
104	-404	83	-86	insufficient evidence	[[-404,84,-86]]
151	-385	101	-346	insufficient evidence	[[-385,101,-346]]
159	-385	101	-336	insufficient evidence	[[-385,101,-336]]
31	-394	56	-227	insufficient evidence	[[-394,56,-227]]
30	-394	56	-224	insufficient evidence	[[-394,56,-224]]
30	-394	56	-222	insufficient evidence	[[-394,56,-222]]
30	-400	60	-211	insufficient evidence	[[-400,60,-211]]
30	-399	60	-209	insufficient evidence	[[-399,60,-209]]
31	-397	60	-207	insufficient evidence	[[-397,60,-207]]
179	-400	62	-181	insufficient evidence	[[-400,62,-181]]
72	-400	63	-181	insufficient evidence	[[-400,63,-181]]
72	-392	67	-181	insufficient evidence	[[-392,67,-181]]
179	-400	62	-173	insufficient evidence	[[-400,62,-173]]
72	-400	63	-173	insufficient evidence	[[-400,63,-173]]
72	-392	67	-173	insufficient evidence	[[-392,67,-173]]
30	-394	55	-151	insufficient evidence	[[-394,55,-151]]
30	-392	55	-150	insufficient evidence	[[-392,55,-150]]
31	-394	55	-149	insufficient evidence	[[-394,55,-149]]
183	-392	55	-149	insufficient evidence	[[-392,55,-149]]
36	-386	2	-108	insufficient evidence	[[-386,3,-108],[-386,6,-108],[-386,9,-108],[-386,12,-108],[-389,6,-108],[-389,9,-108],[-389,12,-108],[-383,6,-108],[-383,9,-108],[-383,12,-108],[-386,6,-111],[-386,9,-111],[-386,12,-111],[-386,6,-105],[-386,9,-105],[-386,12,-105]]
205	-370	87	-342	insufficient evidence	[[-370,87,-342]]
209	-370	87	-340	insufficient evidence	[[-370,87,-340]]
203	-378	92	-347	insufficient evidence	[[-378,92,-347]]
203	-372	92	-347	insufficient evidence	[[-372,92,-347]]
151	-375	101	-346	insufficient evidence	[[-375,101,-346]]
159	-375	101	-336	insufficient evidence	[[-375,101,-336]]
30	-374	73	-289	insufficient evidence	[[-374,73,-289]]
30	-373	73	-290	insufficient evidence	[[-373,73,-290]]
31	-374	73	-291	insufficient evidence	[[-374,73,-291]]
31	-371	73	-290	insufficient evidence	[[-371,73,-290]]
31	-371	73	-287	insufficient evidence	[[-371,73,-287]]
174	-370	73	-274	insufficient evidence	[[-370,73,-274]]
58	-370	74	-278	insufficient evidence	[[-370,74,-278]]
30	-378	60	-258	insufficient evidence	[[-378,60,-258]]
31	-375	60	-259	insufficient evidence	[[-375,60,-259]]
203	-376	66	-266	insufficient evidence	[[-376,66,-266]]
209	-376	67	-266	insufficient evidence	[[-376,67,-266]]
30	-373	56	-251	insufficient evidence	[[-373,56,-251]]
30	-373	56	-248	insufficient evidence	[[-373,56,-248]]
31	-371	56	-249	insufficient evidence	[[-371,56,-249]]
165	-380	57	-251	insufficient evidence	[[-380,57,-251]]
30	-369	60	-210	insufficient evidence	[[-369,60,-210]]
173	-373	66	-169	insufficient evidence	[[-373,66,-169]]
223	-383	-10	-115	insufficient evidence	[[-383,-10,-115]]
221	-383	-11	-107	insufficient evidence	[[-383,-11,-107]]
225	-383	-11	-109	insufficient evidence	[[-383,-11,-109]]
219	-383	-10	-107	insufficient evidence	[[-383,-10,-107]]
223	-383	-10	-109	insufficient evidence	[[-383,-10,-109]]
37	-371	-44	-82	insufficient evidence	[[-371,-43,-82],[-371,-40,-82],[-371,-37,-82],[-371,-34,-82],[-374,-40,-82],[-374,-37,-82],[-374,-34,-82],[-368,-40,-82],[-368,-37,-82],[-368,-34,-82],[-371,-40,-85],[-371,-37,-85],[-371,-34,-85],[-371,-40,-79],[-371,-37,-79],[-371,-34,-79]]
37	-380	10	-49	insufficient evidence	[[-380,11,-49],[-380,14,-49],[-380,17,-49],[-380,20,-49],[-383,14,-49],[-383,17,-49],[-383,20,-49],[-377,14,-49],[-377,17,-49],[-377,20,-49],[-380,14,-52],[-380,17,-52],[-380,20,-52],[-380,14,-46],[-380,17,-46],[-380,20,-46]]
151	-364	97	-347	insufficient evidence	[[-364,97,-347]]
151	-364	114	-345	insufficient evidence	[[-364,114,-345]]
159	-364	114	-337	insufficient evidence	[[-364,114,-337]]
30	-368	73	-290	insufficient evidence	[[-368,73,-290]]
30	-365	73	-276	insufficient evidence	[[-365,73,-276]]
30	-365	73	-273	insufficient evidence	[[-365,73,-273]]
31	-368	73	-275	insufficient evidence	[[-368,73,-275]]
31	-367	73	-273	insufficient evidence	[[-367,73,-273]]
31	-366	73	-275	insufficient evidence	[[-366,73,-275]]
30	-357	60	-267	insufficient evidence	[[-357,60,-267]]
30	-355	60	-268	insufficient evidence	[[-355,60,-268]]
31	-354	60	-268	insufficient evidence	[[-354,60,-268]]
30	-362	60	-209	insufficient evidence	[[-362,60,-209]]
202	-363	82	-180	insufficient evidence	[[-363,82,-180]]
202	-363	82	-176	insufficient evidence	[[-363,82,-176]]
210	-368	66	-147	insufficient evidence	[[-368,66,-147]]
202	-368	68	-147	insufficient evidence	[[-368,68,-147]]
201	-368	69	-147	insufficient evidence	[[-368,69,-147]]
36	-365	35	-125	insufficient evidence	[[-365,36,-125],[-365,39,-125],[-365,42,-125],[-365,45,-125],[-368,39,-125],[-368,42,-125],[-368,45,-125],[-362,39,-125],[-362,42,-125],[-362,45,-125],[-365,39,-128],[-365,42,-128],[-365,45,-128],[-365,39,-122],[-365,42,-122],[-365,45,-122]]
30	-349	73	-289	insufficient evidence	[[-349,73,-289]]
202	-342	76	-301	insufficient evidence	[[-342,76,-301]]
30	-349	73	-285	insufficient evidence	[[-349,73,-285]]
31	-351	73	-287	insufficient evidence	[[-351,73,-287]]
31	-349	73	-286	insufficient evidence	[[-349,73,-286]]
31	-344	73	-281	insufficient evidence	[[-344,73,-281]]
30	-346	60	-214	insufficient evidence	[[-346,60,-214]]
30	-346	60	-211	insufficient evidence	[[-346,60,-211]]
30	-344	60	-211	insufficient evidence	[[-344,60,-211]]
31	-345	70	-164	insufficient evidence	[[-345,70,-164]]
174	-347	70	-165	insufficient evidence	[[-347,70,-165]]
31	-337	77	-153	insufficient evidence	[[-337,77,-153]]
149	-348	77	-159	insufficient evidence	[[-348,77,-159]]
187	-340	77	-145	insufficient evidence	[[-340,77,-145]]
80	-340	78	-145	insufficient evidence	[[-340,78,-145]]
180	-337	78	-149	insufficient evidence	[[-337,78,-149]]
73	-340	79	-149	insufficient evidence	[[-340,79,-149]]
151	-346	81	-159	insufficient evidence	[[-346,81,-159]]
159	-346	81	-147	insufficient evidence	[[-346,81,-147]]
151	-347	66	-131	insufficient evidence	[[-347,66,-131]]
189	-352	48	-118	insufficient evidence	[[-352,48,-118]]
82	-352	49	-118	insufficient evidence	[[-352,49,-118]]
159	-347	66	-121	insufficient evidence	[[-347,66,-121]]
34	-338	-38	-68	insufficient evidence	[[-338,-37,-68],[-338,-34,-68],[-338,-31,-68],[-338,-28,-68],[-341,-34,-68],[-341,-31,-68],[-341,-28,-68],[-335,-34,-68],[-335,-31,-68],[-335,-28,-68],[-338,-34,-71],[-338,-31,-71],[-338,-28,-71],[-338,-34,-65],[-338,-31,-65],[-338,-28,-65]]
205	-350	81	21	insufficient evidence	[[-350,81,21]]
209	-350	81	23	insufficient evidence	[[-350,81,23]]
207	-348	85	28	insufficient evidence	[[-348,85,28]]
207	-342	85	28	insufficient evidence	[[-342,85,28]]
151	-345	94	17	insufficient evidence	[[-345,94,17]]
159	-345	94	27	insufficient evidence	[[-345,94,27]]
30	-326	60	-263	insufficient evidence	[[-326,60,-263]]
31	-328	60	-264	insufficient evidence	[[-328,60,-264]]
31	-322	60	-257	insufficient evidence	[[-322,60,-257]]
30	-325	60	-248	insufficient evidence	[[-325,60,-248]]
180	-325	60	-246	insufficient evidence	[[-325,60,-246]]
207	-329	76	-193	insufficient evidence	[[-329,76,-193]]
205	-329	77	-193	insufficient evidence	[[-329,77,-193]]
30	-330	70	-177	insufficient evidence	[[-330,70,-177]]
180	-330	70	-179	insufficient evidence	[[-330,70,-179]]
187	-329	70	-177	insufficient evidence	[[-329,70,-177]]
30	-329	70	-175	insufficient evidence	[[-329,70,-175]]
151	-336	61	-130	insufficient evidence	[[-336,61,-130]]
30	-333	77	-138	insufficient evidence	[[-333,77,-138]]
30	-328	77	-130	insufficient evidence	[[-328,77,-130]]
31	-332	77	-137	insufficient evidence	[[-332,77,-137]]
31	-331	77	-135	insufficient evidence	[[-331,77,-135]]
141	-333	77	-133	insufficient evidence	[[-333,78,-133]]
141	-330	77	-129	insufficient evidence	[[-330,78,-129]]
145	-335	77	-134	insufficient evidence	[[-335,78,-134]]
145	-334	77	-134	insufficient evidence	[[-334,78,-134]]
145	-331	77	-130	insufficient evidence	[[-331,78,-130]]
30	-322	48	-117	insufficient evidence	[[-322,48,-117]]
31	-321	48	-116	insufficient evidence	[[-321,48,-116]]
159	-336	61	-122	insufficient evidence	[[-336,61,-122]]
30	-328	77	-126	insufficient evidence	[[-328,77,-126]]
30	-324	77	-124	insufficient evidence	[[-324,77,-124]]
141	-330	77	-127	insufficient evidence	[[-330,78,-127]]
141	-330	77	-126	insufficient evidence	[[-330,78,-126]]
141	-330	77	-125	insufficient evidence	[[-330,78,-125]]
143	-322	77	-125	insufficient evidence	[[-322,78,-125]]
143	-322	77	-123	insufficient evidence	[[-322,78,-123]]
36	-334	23	-33	insufficient evidence	[[-334,24,-33],[-334,27,-33],[-334,30,-33],[-334,33,-33],[-337,27,-33],[-337,30,-33],[-337,33,-33],[-331,27,-33],[-331,30,-33],[-331,33,-33],[-334,27,-36],[-334,30,-36],[-334,33,-36],[-334,27,-30],[-334,30,-30],[-334,33,-30]]
151	-335	94	17	insufficient evidence	[[-335,94,17]]
159	-335	94	27	insufficient evidence	[[-335,94,27]]
151	-317	103	-325	insufficient evidence	[[-317,103,-325]]
159	-317	103	-313	insufficient evidence	[[-317,103,-313]]
33	-316	77	-304	insufficient evidence	[[-316,78,-304],[-316,81,-304],[-316,84,-304],[-316,87,-304],[-319,81,-304],[-319,84,-304],[-319,87,-304],[-313,81,-304],[-313,84,-304],[-313,87,-304],[-316,81,-307],[-316,84,-307],[-316,87,-307],[-316,81,-301],[-316,84,-301],[-316,87,-301]]
153	-311	65	-261	insufficient evidence	[[-311,65,-261]]
30	-312	60	-254	insufficient evidence	[[-312,60,-254]]
30	-311	60	-252	insufficient evidence	[[-311,60,-252]]
30	-310	60	-253	insufficient evidence	[[-310,60,-253]]
30	-309	60	-250	insufficient evidence	[[-309,60,-250]]
31	-320	60	-256	insufficient evidence	[[-320,60,-256]]
31	-305	56	-223	insufficient evidence	[[-305,56,-223]]
31	-307	73	-168	insufficient evidence	[[-307,73,-168]]
180	-306	73	-170	insufficient evidence	[[-306,73,-170]]
31	-307	77	-136	insufficient evidence	[[-307,77,-136]]
145	-308	77	-134	insufficient evidence	[[-308,78,-134]]
145	-307	77	-134	insufficient evidence	[[-307,78,-134]]
145	-306	77	-134	insufficient evidence	[[-306,78,-134]]
30	-308	41	-64	insufficient evidence	[[-308,41,-64]]
34	-319	23	-20	insufficient evidence	[[-319,24,-20],[-319,27,-20],[-319,30,-20],[-319,33,-20],[-322,27,-20],[-322,30,-20],[-322,33,-20],[-316,27,-20],[-316,30,-20],[-316,33,-20],[-319,27,-23],[-319,30,-23],[-319,33,-23],[-319,27,-17],[-319,30,-17],[-319,33,-17]]
215	-309	62	-1	insufficient evidence	[[-309,62,-1]]
163	-309	67	-9	insufficient evidence	[[-309,67,-9]]
163	-307	84	-9	insufficient evidence	[[-307,84,-9]]
215	-309	62	5	insufficient evidence	[[-309,62,5]]
163	-308	71	2	insufficient evidence	[[-308,71,2]]
163	-308	71	12	insufficient evidence	[[-308,71,12]]
34	-290	76	-285	insufficient evidence	[[-290,77,-285],[-290,80,-285],[-290,83,-285],[-290,86,-285],[-293,80,-285],[-293,83,-285],[-293,86,-285],[-287,80,-285],[-287,83,-285],[-287,86,-285],[-290,80,-288],[-290,83,-288],[-290,86,-288],[-290,80,-282],[-290,83,-282],[-290,86,-282]]
202	-289	68	-260	insufficient evidence	[[-289,68,-260]]
151	-290	104	-271	insufficient evidence	[[-290,104,-271]]
159	-290	104	-263	insufficient evidence	[[-290,104,-263]]
30	-291	60	-249	insufficient evidence	[[-291,60,-249]]
31	-289	60	-251	insufficient evidence	[[-289,60,-251]]
209	-302	65	-256	insufficient evidence	[[-302,65,-256]]
34	-294	68	-256	insufficient evidence	[[-294,69,-256],[-294,72,-256],[-294,75,-256],[-294,78,-256],[-297,72,-256],[-297,75,-256],[-297,78,-256],[-291,72,-256],[-291,75,-256],[-291,78,-256],[-294,72,-259],[-294,75,-259],[-294,78,-259],[-294,72,-253],[-294,75,-253],[-294,78,-253]]
31	-289	56	-226	insufficient evidence	[[-289,56,-226]]
31	-304	56	-221	insufficient evidence	[[-304,56,-221]]
199	-303	56	-223	insufficient evidence	[[-303,56,-223]]
199	-302	56	-221	insufficient evidence	[[-302,56,-221]]
199	-300	56	-219	insufficient evidence	[[-300,56,-219]]
31	-300	56	-196	insufficient evidence	[[-300,56,-196]]
31	-300	56	-194	insufficient evidence	[[-300,56,-194]]
30	-299	56	-172	insufficient evidence	[[-299,56,-172]]
31	-297	56	-171	insufficient evidence	[[-297,56,-171]]
30	-290	55	-147	insufficient evidence	[[-290,55,-147]]
31	-290	56	-151	insufficient evidence	[[-290,56,-151]]
202	-293	61	-154	insufficient evidence	[[-293,61,-154]]
217	-304	56	-137	insufficient evidence	[[-304,56,-137]]
165	-298	49	-120	insufficient evidence	[[-298,49,-120]]
31	-302	44	-64	insufficient evidence	[[-302,44,-64]]
174	-304	44	-64	insufficient evidence	[[-304,44,-64]]
191	-304	50	-56	insufficient evidence	[[-304,50,-56]]
33	-300	44	-43	insufficient evidence	[[-300,45,-43],[-300,48,-43],[-300,51,-43],[-300,54,-43],[-303,48,-43],[-303,51,-43],[-303,54,-43],[-297,48,-43],[-297,51,-43],[-297,54,-43],[-300,48,-46],[-300,51,-46],[-300,54,-46],[-300,48,-40],[-300,51,-40],[-300,54,-40]]
37	-295	44	-38	insufficient evidence	[[-295,45,-38],[-295,48,-38],[-295,51,-38],[-295,54,-38],[-298,48,-38],[-298,51,-38],[-298,54,-38],[-292,48,-38],[-292,51,-38],[-292,54,-38],[-295,48,-41],[-295,51,-41],[-295,54,-41],[-295,48,-35],[-295,51,-35],[-295,54,-35]]
202	-302	57	-3	insufficient evidence	[[-302,57,-3]]
217	-304	57	-3	insufficient evidence	[[-304,57,-3]]
155	-299	84	-9	insufficient evidence	[[-299,84,-9]]
155	-298	71	2	insufficient evidence	[[-298,71,2]]
155	-298	71	12	insufficient evidence	[[-298,71,12]]
203	-282	82	-273	insufficient evidence	[[-282,82,-273]]
203	-276	82	-273	insufficient evidence	[[-276,82,-273]]
31	-287	68	-259	insufficient evidence	[[-287,68,-259]]
205	-284	77	-268	insufficient evidence	[[-284,77,-268]]
209	-284	77	-266	insufficient evidence	[[-284,77,-266]]
151	-279	91	-272	insufficient evidence	[[-279,91,-272]]
159	-279	91	-262	insufficient evidence	[[-279,91,-262]]
30	-288	60	-248	insufficient evidence	[[-288,60,-248]]
31	-286	56	-230	insufficient evidence	[[-286,56,-230]]
30	-281	60	-227	insufficient evidence	[[-281,60,-227]]
30	-280	60	-225	insufficient evidence	[[-280,60,-225]]
31	-278	60	-227	insufficient evidence	[[-278,60,-227]]
180	-280	60	-223	insufficient evidence	[[-280,60,-223]]
30	-286	56	-183	insufficient evidence	[[-286,56,-183]]
30	-284	56	-182	insufficient evidence	[[-284,56,-182]]
30	-283	56	-179	insufficient evidence	[[-283,56,-179]]
31	-288	56	-182	insufficient evidence	[[-288,56,-182]]
31	-282	56	-182	insufficient evidence	[[-282,56,-182]]
60	-281	57	-161	insufficient evidence	[[-281,57,-161]]
30	-283	56	-157	insufficient evidence	[[-283,56,-157]]
31	-282	56	-155	insufficient evidence	[[-282,56,-155]]
171	-281	58	-159	insufficient evidence	[[-281,58,-159]]
171	-281	61	-156	insufficient evidence	[[-281,61,-156]]
171	-281	64	-153	insufficient evidence	[[-281,64,-153]]
171	-281	67	-150	insufficient evidence	[[-281,67,-150]]
167	-281	69	-147	insufficient evidence	[[-281,69,-147]]
151	-279	72	-130	insufficient evidence	[[-279,72,-130]]
31	-282	48	-119	insufficient evidence	[[-282,48,-119]]
31	-280	48	-118	insufficient evidence	[[-280,48,-118]]
159	-279	72	-122	insufficient evidence	[[-279,72,-122]]
36	-280	42	-102	insufficient evidence	[[-280,43,-102],[-280,46,-102],[-280,49,-102],[-280,52,-102],[-283,46,-102],[-283,49,-102],[-283,52,-102],[-277,46,-102],[-277,49,-102],[-277,52,-102],[-280,46,-105],[-280,49,-105],[-280,52,-105],[-280,46,-99],[-280,49,-99],[-280,52,-99]]
33	-287	42	-94	insufficient evidence	[[-287,43,-94],[-287,46,-94],[-287,49,-94],[-287,52,-94],[-290,46,-94],[-290,49,-94],[-290,52,-94],[-284,46,-94],[-284,49,-94],[-284,52,-94],[-287,46,-97],[-287,49,-97],[-287,52,-97],[-287,46,-91],[-287,49,-91],[-287,52,-91]]
33	-287	42	-56	insufficient evidence	[[-287,43,-56],[-287,46,-56],[-287,49,-56],[-287,52,-56],[-290,46,-56],[-290,49,-56],[-290,52,-56],[-284,46,-56],[-284,49,-56],[-284,52,-56],[-287,46,-59],[-287,49,-59],[-287,52,-59],[-287,46,-53],[-287,49,-53],[-287,52,-53]]
37	-274	42	-59	insufficient evidence	[[-274,43,-59],[-274,46,-59],[-274,49,-59],[-274,52,-59],[-277,46,-59],[-277,49,-59],[-277,52,-59],[-271,46,-59],[-271,49,-59],[-271,52,-59],[-274,46,-62],[-274,49,-62],[-274,52,-62],[-274,46,-56],[-274,49,-56],[-274,52,-56]]
243	-282	43	-49	insufficient evidence	[[-282,43,-49]]
243	-273	43	-44	insufficient evidence	[[-273,43,-44]]
